id,non_ego_model,ego_model,cloudiness,precipitation,fog_density,front,back,across,Max_dist_from_centre,Collisions,Min_dist_from_non_ego,Dist_to_dest
18,13,25,10,60,39,1,4,5,1.0735840797424316,0,0.2950279116630554,0.1398459948026217
18,13,25,10,60,39,1,4,5,1.26166570186615,0,0.2950279116630554,0.13500670897654998
18,13,25,10,60,39,1,4,5,1.07763671875,0,0.2950279116630554,0.13975747426350912
18,13,25,10,60,39,1,4,5,1.2149831056594849,0,0.2950279116630554,0.13569513956705728
18,13,25,10,60,39,1,4,5,1.0927780866622925,0,0.2950279116630554,0.13860612037854317
18,13,25,10,60,39,1,4,5,1.2332171201705933,0,0.3043486177921295,0.13614720564622146
18,13,25,10,60,39,1,4,5,1.2402701377868652,0,0.2950279116630554,0.136842348636725
19,6,9,53,25,82,1,3,3,1.085753321647644,0,0.004912470001727343,0.14251332405285957
19,6,9,53,25,82,1,3,3,1.0415923595428467,0,0.004912470001727343,0.14085933489677233
19,6,9,53,25,82,1,3,3,1.0810312032699585,0,0.004912470001727343,0.1414183469919058
19,6,9,53,25,82,1,3,3,1.0257749557495117,0,0.004912470001727343,0.14158431077614808
19,6,9,53,25,82,1,3,3,1.196559190750122,0,0.004912470001727343,0.13446980256300706
19,6,9,53,25,82,1,3,3,1.0114763975143433,0,0.004912470001727343,0.13968640107374924
19,6,9,53,25,82,1,3,3,1.1186939477920532,0,0.004912470001727343,0.14514501278217024
19,6,9,53,25,82,1,3,3,1.1668577194213867,0,0.004912470001727343,0.13862313979711288
19,6,9,53,25,82,1,3,3,1.0221242904663086,0,0.004912470001727343,0.14174996889554536
19,6,9,53,25,82,1,3,3,1.0056209564208984,0,0.004912470001727343,0.13852958190135467
20,1,21,47,2,39,0,5,4,1.9072363376617432,0,0.26999732851982117,0.125454217959673
20,1,21,47,2,39,0,5,4,1.8719723224639893,0,0.26999732851982117,0.12224657107622196
20,1,21,47,2,39,0,5,4,1.8889408111572266,0,0.26999732851982117,0.12347679871779221
20,1,21,47,2,39,0,5,4,1.9265557527542114,0,0.26999732851982117,0.12397231811132187
